,nominees,details,imdb_urls,award_show,year,award,winner,ref_year
1,David Duchovny,The X-Files,https://www.imdb.com//name/nm0000141/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Drama Series,0,23
2,Dennis Franz,NYPD Blue,https://www.imdb.com//name/nm0001240/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Drama Series,0,23
3,Jimmy Smits,NYPD Blue,https://www.imdb.com//name/nm0001751/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Drama Series,0,23
4,Sam Waterston,Law & Order,https://www.imdb.com//name/nm0001832/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Drama Series,0,23
0,Jack Nicholson,As Good as It Gets,https://www.imdb.com//name/nm0000197/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Leading Role,1,23
1,Dustin Hoffman,Wag the Dog,https://www.imdb.com//name/nm0000163/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Leading Role,0,23
2,Matt Damon,Good Will Hunting,https://www.imdb.com//name/nm0000354/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Leading Role,0,23
3,Peter Fonda,Ulee's Gold,https://www.imdb.com//name/nm0001228/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Leading Role,0,23
4,Robert Duvall,The Apostle,https://www.imdb.com//name/nm0000380/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Leading Role,0,23
0,Robin Williams,Good Will Hunting,https://www.imdb.com//name/nm0000245/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Supporting Role,1,23
1,Anthony Hopkins,Amistad,https://www.imdb.com//name/nm0000164/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Supporting Role,0,23
2,Billy Connolly,Mrs Brown,https://www.imdb.com//name/nm0175262/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Supporting Role,0,23
3,Burt Reynolds,Boogie Nights,https://www.imdb.com//name/nm0000608/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Supporting Role,0,23
4,Greg Kinnear,As Good as It Gets,https://www.imdb.com//name/nm0001427/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a Supporting Role,0,23
0,Gary Sinise,George Wallace,https://www.imdb.com//name/nm0000641/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a TV Movie or Miniseries,1,23
1,George C. Scott,12 Angry Men,https://www.imdb.com//name/nm0001715/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a TV Movie or Miniseries,0,23
2,Jack Lemmon,12 Angry Men,https://www.imdb.com//name/nm0000493/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a TV Movie or Miniseries,0,23
3,Sidney Poitier,Mandela and de Klerk,https://www.imdb.com//name/nm0001627/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a TV Movie or Miniseries,0,23
4,Ving Rhames,Don King: Only in America,https://www.imdb.com//name/nm0000609/?ref_=ev_nom,SAG,1998,Outstanding Performance by a Male Actor in a TV Movie or Miniseries,0,23
0,Seinfeld,"Jason Alexander, Julia Louis-Dreyfus, Michael Richards, Jerry Seinfeld",https://www.imdb.com//title/tt0098904/?ref_=ev_nom,SAG,1998,Outstanding Performance by an Ensemble in a Comedy Series,1,23
1,3rd Rock from the Sun,"Jane Curtin, Joseph Gordon-Levitt, Kristen Johnston, Simbi Kali, Wayne Knight, John Lithgow, French Stewart, Elmarie Wendel",https://www.imdb.com//title/tt0115082/?ref_=ev_nom,SAG,1998,Outstanding Performance by an Ensemble in a Comedy Series,0,23
2,Ally McBeal,"Gil Bellows, Lisa Nicole Carson, Calista Flockhart, Greg Germann, Jane Krakowski, Courtney Thorne-Smith",https://www.imdb.com//title/tt0118254/?ref_=ev_nom,SAG,1998,Outstanding Performance by an Ensemble in a Comedy Series,0,23
3,Frasier,"Dan Butler, Peri Gilpin, Kelsey Grammer, Jane Leeves, John Mahoney, David Hyde Pierce",https://www.imdb.com//title/tt0106004/?ref_=ev_nom,SAG,1998,Outstanding Performance by an Ensemble in a Comedy Series,0,23
4,Mad About You,"Robin Bartlett, Cynthia Harris, Helen Hunt, Leila Kenzle, John Pankow, Paul Reiser, Louis Zorich",https://www.imdb.com//title/tt0103484/?ref_=ev_nom,SAG,1998,Outstanding Performance by an Ensemble in a Comedy Series,0,23
0,ER,"Maria Bello, George Clooney, Anthony Edwards, Laura Innes, Alex Kingston, Eriq La Salle, Julianna Margulies, Gloria Reuben, Noah Wyle",https://www.imdb.com//title/tt0108757/?ref_=ev_nom,SAG,1998,Outstanding Performance by an Ensemble in a Drama Series,1,23
1,Chicago Hope,"Adam Arkin, Peter Berg, Jayne Brook, Rocky Carroll, Vondie Curtis-Hall, Stacy Edwards, Hector Elizondo, Mark Harmon, Christine Lahti",https://www.imdb.com//title/tt0108724/?ref_=ev_nom,SAG,1998,Outstanding Performance by an Ensemble in a Drama Series,0,23
2,Law & Order,"Benjamin Bratt, Steven Hill, Carey Lowell, S. Epatha Merkerson, Jerry Orbach, Sam Waterston",https://www.imdb.com//title/tt0098844/?ref_=ev_nom,SAG,1998,Outstanding Performance by an Ensemble in a Drama Series,0,23
3,NYPD Blue,"Gordon Clapp, Kim Delaney, Dennis Franz, James McDaniel, Jimmy Smits, Andrea Thompson, Nicholas Turturro",https://www.imdb.com//title/tt0106079/?ref_=ev_nom,SAG,1998,Outstanding Performance by an Ensemble in a Drama Series,0,23
4,The X-Files,"Gillian Anderson, William B. Davis, David Duchovny, Mitch Pileggi",https://www.imdb.com//title/tt0106179/?ref_=ev_nom,SAG,1998,Outstanding Performance by an Ensemble in a Drama Series,0,23
0,The Birdcage,"Robin Williams, Gene Hackman, Nathan Lane, Dianne Wiest, Hank Azaria, Christine Baranski, Dan Futterman",https://www.imdb.com//title/tt0115685/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Cast,1,24
1,Marvin's Room,"Meryl Streep, Leonardo DiCaprio, Diane Keaton, Robert De Niro, Hume Cronyn, Gwen Verdon, Hal Scardino, Dan Hedaya",https://www.imdb.com//title/tt0116999/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Cast,0,24
2,Shine,"Armin Mueller-Stahl, Noah Taylor, Geoffrey Rush, Lynn Redgrave, Googie Withers, John Gielgud",https://www.imdb.com//title/tt0117631/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Cast,0,24
3,Sling Blade,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter, Lucas Black, Natalie Canerday, Robert Duvall",https://www.imdb.com//title/tt0117666/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Cast,0,24
4,The English Patient,"Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas, Naveen Andrews, Colin Firth, Julian Wadham, Jürgen Prochnow",https://www.imdb.com//title/tt0116209/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Cast,0,24
0,Julia Louis-Dreyfus,Seinfeld,https://www.imdb.com//name/nm0000506/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Comedy Series,1,24
1,Christine Baranski,Cybill,https://www.imdb.com//name/nm0004724/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Comedy Series,0,24
2,Ellen DeGeneres,Ellen,https://www.imdb.com//name/nm0001122/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Comedy Series,0,24
3,Helen Hunt,Mad About You,https://www.imdb.com//name/nm0000166/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Comedy Series,0,24
4,Kristen Johnston,3rd Rock from the Sun,https://www.imdb.com//name/nm0005060/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Comedy Series,0,24
0,Gillian Anderson,The X-Files,https://www.imdb.com//name/nm0000096/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Drama Series,1,24
1,Christine Lahti,Chicago Hope,https://www.imdb.com//name/nm0001441/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Drama Series,0,24
2,Della Reese,Touched by an Angel,https://www.imdb.com//name/nm0005343/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Drama Series,0,24
3,Jane Seymour,"Dr. Quinn, Medicine Woman",https://www.imdb.com//name/nm0005412/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Drama Series,0,24
4,Kim Delaney,NYPD Blue,https://www.imdb.com//name/nm0001126/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Drama Series,0,24
0,Frances McDormand,Fargo,https://www.imdb.com//name/nm0000531/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Leading Role,1,24
1,Brenda Blethyn,Secrets & Lies,https://www.imdb.com//name/nm0000950/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Leading Role,0,24
2,Diane Keaton,Marvin's Room,https://www.imdb.com//name/nm0000473/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Leading Role,0,24
3,Gena Rowlands,Unhook the Stars,https://www.imdb.com//name/nm0001687/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Leading Role,0,24
4,Kristin Scott Thomas,The English Patient,https://www.imdb.com//name/nm0000218/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Leading Role,0,24
0,Lauren Bacall,The Mirror Has Two Faces,https://www.imdb.com//name/nm0000002/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Supporting Role,1,24
1,Gwen Verdon,Marvin's Room,https://www.imdb.com//name/nm0893862/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Supporting Role,0,24
2,Juliette Binoche,The English Patient,https://www.imdb.com//name/nm0000300/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Supporting Role,0,24
3,Marisa Tomei,Unhook the Stars,https://www.imdb.com//name/nm0000673/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Supporting Role,0,24
4,Renée Zellweger,Jerry Maguire,https://www.imdb.com//name/nm0000250/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a Supporting Role,0,24
0,Kathy Bates,The Late Shift,https://www.imdb.com//name/nm0000870/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a TV Movie or Miniseries,1,24
1,Anne Bancroft,Homecoming,https://www.imdb.com//name/nm0000843/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a TV Movie or Miniseries,0,24
2,Cicely Tyson,The Road to Galveston,https://www.imdb.com//name/nm0001807/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a TV Movie or Miniseries,0,24
3,Jena Malone,Bastard Out of Carolina,https://www.imdb.com//name/nm0540441/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a TV Movie or Miniseries,0,24
4,Stockard Channing,An Unexpected Family,https://www.imdb.com//name/nm0000330/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Female Actor in a TV Movie or Miniseries,0,24
0,John Lithgow,3rd Rock from the Sun,https://www.imdb.com//name/nm0001475/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Comedy Series,1,24
1,David Hyde Pierce,Frasier,https://www.imdb.com//name/nm0001383/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Comedy Series,0,24
2,Jason Alexander,Seinfeld,https://www.imdb.com//name/nm0004517/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Comedy Series,0,24
3,Kelsey Grammer,Frasier,https://www.imdb.com//name/nm0001288/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Comedy Series,0,24
4,Michael Richards,Seinfeld,https://www.imdb.com//name/nm0724245/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Comedy Series,0,24
0,Dennis Franz,NYPD Blue,https://www.imdb.com//name/nm0001240/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Drama Series,1,24
1,Anthony Edwards,ER,https://www.imdb.com//name/nm0000381/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Drama Series,0,24
2,David Duchovny,The X-Files,https://www.imdb.com//name/nm0000141/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Drama Series,0,24
3,George Clooney,ER,https://www.imdb.com//name/nm0000123/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Drama Series,0,24
4,Jimmy Smits,NYPD Blue,https://www.imdb.com//name/nm0001751/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Drama Series,0,24
0,Geoffrey Rush,Shine,https://www.imdb.com//name/nm0001691/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Leading Role,1,24
1,Billy Bob Thornton,Sling Blade,https://www.imdb.com//name/nm0000671/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Leading Role,0,24
2,Ralph Fiennes,The English Patient,https://www.imdb.com//name/nm0000146/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Leading Role,0,24
3,Tom Cruise,Jerry Maguire,https://www.imdb.com//name/nm0000129/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Leading Role,0,24
4,Woody Harrelson,The People vs. Larry Flynt,https://www.imdb.com//name/nm0000437/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Leading Role,0,24
0,Cuba Gooding Jr.,Jerry Maguire,https://www.imdb.com//name/nm0000421/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Supporting Role,1,24
1,Hank Azaria,The Birdcage,https://www.imdb.com//name/nm0000279/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Supporting Role,0,24
2,Nathan Lane,The Birdcage,https://www.imdb.com//name/nm0001447/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Supporting Role,0,24
3,Noah Taylor,Shine,https://www.imdb.com//name/nm0852965/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Supporting Role,0,24
4,William H. Macy,Fargo,https://www.imdb.com//name/nm0000513/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a Supporting Role,0,24
0,Alan Rickman,Rasputin,https://www.imdb.com//name/nm0000614/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a TV Movie or Miniseries,1,24
1,Armand Assante,Gotti,https://www.imdb.com//name/nm0000800/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a TV Movie or Miniseries,0,24
2,Beau Bridges,Hidden in America,https://www.imdb.com//name/nm0000977/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a TV Movie or Miniseries,0,24
3,Ed Harris,Riders of the Purple Sage,https://www.imdb.com//name/nm0000438/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a TV Movie or Miniseries,0,24
4,Robert Duvall,The Man Who Captured Eichmann,https://www.imdb.com//name/nm0000380/?ref_=ev_nom,SAG,1997,Outstanding Performance by a Male Actor in a TV Movie or Miniseries,0,24
0,Seinfeld,"Jason Alexander, Julia Louis-Dreyfus, Michael Richards, Jerry Seinfeld",https://www.imdb.com//title/tt0098904/?ref_=ev_nom,SAG,1997,Outstanding Performance by an Ensemble in a Comedy Series,1,24
1,3rd Rock from the Sun,"Jane Curtin, Joseph Gordon-Levitt, Kristen Johnston, John Lithgow, French Stewart",https://www.imdb.com//title/tt0115082/?ref_=ev_nom,SAG,1997,Outstanding Performance by an Ensemble in a Comedy Series,0,24
2,Frasier,"Dan Butler, Peri Gilpin, Kelsey Grammer, Jane Leeves, John Mahoney, David Hyde Pierce",https://www.imdb.com//title/tt0106004/?ref_=ev_nom,SAG,1997,Outstanding Performance by an Ensemble in a Comedy Series,0,24
3,Mad About You,"Helen Hunt, Leila Kenzle, John Pankow, Anne Ramsay, Paul Reiser",https://www.imdb.com//title/tt0103484/?ref_=ev_nom,SAG,1997,Outstanding Performance by an Ensemble in a Comedy Series,0,24
4,Remember WENN,"Tom Beckett, Carolee Carmello, George Hall, Margaret Hall, John Bedford Lloyd, Melanie Slater, Christopher Murney, Amanda Naughton, Hugh O'Gorman, Kevin O'Rourke, Dina Spybey-Waters, Mary Stout",https://www.imdb.com//title/tt0115333/?ref_=ev_nom,SAG,1997,Outstanding Performance by an Ensemble in a Comedy Series,0,24
0,ER,"George Clooney, Anthony Edwards, Laura Innes, Eriq La Salle, Julianna Margulies, Gloria Reuben, Sherry Stringfield, Noah Wyle",https://www.imdb.com//title/tt0108757/?ref_=ev_nom,SAG,1997,Outstanding Performance by an Ensemble in a Drama Series,1,24
1,Chicago Hope,"Adam Arkin, Peter Berg, Jayne Brook, Rocky Carroll, Vondie Curtis-Hall, Hector Elizondo, Thomas Gibson, Mark Harmon, Roxanne Hart, Christine Lahti, Jamey Sheridan",https://www.imdb.com//title/tt0108724/?ref_=ev_nom,SAG,1997,Outstanding Performance by an Ensemble in a Drama Series,0,24
2,Law & Order,"Benjamin Bratt, Jill Hennessy, Steven Hill, Carey Lowell, S. Epatha Merkerson, Jerry Orbach, Sam Waterston",https://www.imdb.com//title/tt0098844/?ref_=ev_nom,SAG,1997,Outstanding Performance by an Ensemble in a Drama Series,0,24
3,NYPD Blue,"Gordon Clapp, Kim Delaney, Dennis Franz, Sharon Lawrence, James McDaniel, Justine Miceli, Gail O'Grady, Jimmy Smits, Nicholas Turturro",https://www.imdb.com//title/tt0106079/?ref_=ev_nom,SAG,1997,Outstanding Performance by an Ensemble in a Drama Series,0,24
4,The X-Files,"Gillian Anderson, William B. Davis, David Duchovny, Mitch Pileggi, Steven Williams",https://www.imdb.com//title/tt0106179/?ref_=ev_nom,SAG,1997,Outstanding Performance by an Ensemble in a Drama Series,0,24
0,Apollo 13,"Kevin Bacon, Tom Hanks, Ed Harris, Bill Paxton, Kathleen Quinlan, Gary Sinise",https://www.imdb.com//title/tt0112384/?ref_=ev_nom,SAG,1996,Outstanding Performance by a Cast,1,25
1,Get Shorty,"Danny DeVito, Dennis Farina, James Gandolfini, Gene Hackman, Delroy Lindo, David Paymer, Rene Russo, John Travolta",https://www.imdb.com//title/tt0113161/?ref_=ev_nom,SAG,1996,Outstanding Performance by a Cast,0,25
2,How to Make an American Quilt,"Maya Angelou, Anne Bancroft, Ellen Burstyn, Samantha Mathis, Kate Nelligan, Winona Ryder, Jean Simmons, Lois Smith, Alfre Woodard",https://www.imdb.com//title/tt0113347/?ref_=ev_nom,SAG,1996,Outstanding Performance by a Cast,0,25
3,Nixon,"Joan Allen, Brian Bedford, Powers Boothe, Kevin Dunn, Fyvush Finkel, Annabeth Gish, Tony Goldwyn, Larry Hagman, Ed Harris, Edward Herrmann, Anthony Hopkins, Bob Hoskins, Madeline Kahn, E.G. Marshall, David Paymer, David Hyde Pierce, Paul Sorvino, Mary Steenburgen, J.T. Walsh, James Woods",https://www.imdb.com//title/tt0113987/?ref_=ev_nom,SAG,1996,Outstanding Performance by a Cast,0,25
4,Sense and Sensibility,"Hugh Grant, Alan Rickman, Emma Thompson, Kate Winslet",https://www.imdb.com//title/tt0114388/?ref_=ev_nom,SAG,1996,Outstanding Performance by a Cast,0,25
0,Christine Baranski,Cybill,https://www.imdb.com//name/nm0004724/?ref_=ev_nom,SAG,1996,Outstanding Performance by a Female Actor in a Comedy Series,1,25
1,Candice Bergen,Murphy Brown,https://www.imdb.com//name/nm0000298/?ref_=ev_nom,SAG,1996,Outstanding Performance by a Female Actor in a Comedy Series,0,25
2,Helen Hunt,Mad About You,https://www.imdb.com//name/nm0000166/?ref_=ev_nom,SAG,1996,Outstanding Performance by a Female Actor in a Comedy Series,0,25
3,Julia Louis-Dreyfus,Seinfeld,https://www.imdb.com//name/nm0000506/?ref_=ev_nom,SAG,1996,Outstanding Performance by a Female Actor in a Comedy Series,0,25
4,Lisa Kudrow,Friends,https://www.imdb.com//name/nm0001435/?ref_=ev_nom,SAG,1996,Outstanding Performance by a Female Actor in a Comedy Series,0,25
0,Gillian Anderson,The X-Files,https://www.imdb.com//name/nm0000096/?ref_=ev_nom,SAG,1996,Outstanding Performance by a Female Actor in a Drama Series,1,25
